transaction_id,user_id,amount,timestamp,location,channel,txn_type
txn000079,993,1984.29,28-12-2024 00:18,Mumbai,Web,debit
txn000080,936,45926.67,22-08-2023 18:43,Delhi,ATM,debit
txn000081,328,1232.04,04-08-2023 08:21,Bangalore,POS,transfer
txn000082,385,43224.43,24-11-2024 08:58,Delhi,ATM,payment
txn000083,795,49058.43,23-12-2023 18:27,Chennai,ATM,credit
txn000084,218,43858.07,19-02-2025 05:10,Delhi,Web,transfer
txn000085,139,5464.71,09-02-2024 12:42,Mumbai,ATM,transfer
txn000086,546,30330.13,30-08-2023 17:33,Chennai,Mobile,payment
txn000087,690,9544.43,24-04-2025 02:24,Hyderabad,POS,credit
txn000088,632,46282.48,27-12-2023 13:40,Chennai,Web,transfer
txn000089,541,3545.19,02-05-2025 18:33,Pune,ATM,transfer
txn000090,779,42408.36,16-09-2023 04:56,Pune,ATM,transfer
txn000091,782,20449.23,20-04-2024 00:11,Mumbai,ATM,debit
txn000092,296,21051.29,31-01-2024 15:56,Mumbai,Web,transfer
txn000093,515,27419.46,15-06-2024 22:18,Hyderabad,ATM,transfer
txn000094,315,21522.91,04-11-2024 12:08,Chennai,ATM,payment
txn000095,552,22135.88,07-04-2025 15:04,Bangalore,POS,debit
txn000096,774,4285.54,08-04-2024 03:05,Chennai,ATM,credit
txn000097,938,47602.38,03-11-2023 02:13,Bangalore,ATM,debit
txn000098,925,9996.54,12-04-2024 06:48,Hyderabad,Mobile,debit
txn000099,586,30583.13,31-03-2024 16:51,Hyderabad,POS,payment
txn000100,744,28804.76,09-12-2023 11:37,Pune,POS,payment
txn000101,509,12237.02,01-12-2024 07:06,Pune,Mobile,credit
txn000102,897,21286.05,23-01-2024 02:57,Bangalore,POS,credit
txn000103,670,12497.45,25-12-2024 21:00,Hyderabad,POS,debit
txn000104,920,23258.93,26-06-2025 06:38,Chennai,ATM,payment
txn000105,727,40759.58,11-12-2024 16:22,Chennai,POS,payment
txn000106,262,37195.59,14-11-2024 02:23,Mumbai,POS,transfer
txn000107,869,12399.62,24-08-2023 05:10,Pune,ATM,payment
txn000108,741,12000.33,14-10-2024 21:09,Mumbai,Mobile,transfer
txn000109,340,13622.17,03-11-2024 22:59,Delhi,Mobile,debit
txn000110,254,11601.51,09-11-2023 16:23,Pune,Web,debit
txn000111,165,20772.65,17-08-2024 15:13,Delhi,POS,payment
txn000112,163,10381.38,16-01-2025 02:02,Mumbai,POS,credit
txn000113,977,44038.8,05-01-2024 21:44,Chennai,POS,payment
txn000114,106,47139.95,03-11-2023 16:10,Delhi,POS,payment
txn000115,651,37388.41,22-06-2024 19:17,Chennai,Web,payment
txn000116,324,13683.12,19-04-2024 11:41,Mumbai,Mobile,payment
txn000117,444,33460.24,25-01-2024 10:19,Mumbai,Web,payment
txn000118,230,49037.06,17-06-2025 12:40,Chennai,Mobile,payment
txn000119,706,28241.38,07-11-2024 20:35,Hyderabad,Mobile,payment
txn000120,238,43349.23,15-12-2024 06:23,Bangalore,Mobile,transfer
txn000121,488,16401.27,04-09-2024 08:25,Mumbai,ATM,transfer
txn000122,879,43988.02,17-12-2023 08:03,Delhi,POS,transfer
txn000123,954,4141.22,12-12-2024 12:15,Hyderabad,Mobile,transfer
txn000124,329,32524.7,07-03-2024 15:11,Pune,Mobile,credit
txn000125,353,10008.07,14-04-2025 10:01,Hyderabad,Web,debit
txn000126,229,23704.37,15-02-2025 12:32,Hyderabad,Web,payment
txn000127,816,12849.37,21-02-2025 11:49,Delhi,Web,credit
txn000128,896,40974.09,12-08-2023 04:53,Delhi,Mobile,credit
txn000129,419,28811.05,24-12-2023 15:53,Mumbai,POS,debit
txn000130,177,29625.29,29-03-2025 01:38,Pune,Web,credit
txn000131,813,38635.42,24-07-2023 16:31,Pune,Mobile,credit
txn000132,455,26660.63,16-03-2025 01:16,Pune,ATM,credit
txn000133,618,32394.79,29-02-2024 18:36,Hyderabad,POS,payment
txn000134,208,21704.49,06-05-2024 08:23,Delhi,POS,debit
txn000135,545,8848.04,23-01-2024 17:10,Chennai,ATM,payment
txn000136,576,21806.95,20-08-2023 03:58,Pune,ATM,transfer
txn000137,972,12312.48,10-12-2023 15:08,Hyderabad,ATM,payment
txn000138,349,37536.29,08-06-2025 00:13,Chennai,POS,transfer
txn000139,129,24740.61,12-09-2024 07:08,Delhi,Web,payment
txn000140,317,17773.51,10-05-2025 10:48,Delhi,ATM,transfer
txn000141,710,35074.13,07-01-2025 09:01,Delhi,Mobile,debit
txn000142,187,12105.73,29-02-2024 04:09,Mumbai,POS,debit
txn000143,807,23830.85,11-12-2023 21:46,Pune,POS,payment
txn000144,911,911.3,19-11-2024 20:23,Delhi,Web,payment
txn000145,808,12203.09,21-07-2024 12:28,Pune,ATM,payment
txn000146,666,26569.55,02-05-2024 01:14,Mumbai,ATM,transfer
txn000147,819,22714.58,16-05-2025 21:49,Delhi,ATM,debit
txn000148,223,36078.15,09-06-2025 02:32,Delhi,Mobile,debit
txn000149,296,10858.41,10-11-2024 01:45,Mumbai,ATM,transfer
txn000150,202,41639.79,20-06-2024 03:44,Delhi,Web,transfer
txn000151,283,15148.27,18-10-2023 17:27,Pune,Web,transfer
txn000152,146,48716.03,21-01-2024 11:51,Chennai,ATM,debit
txn000153,753,43429.64,16-10-2023 05:01,Mumbai,Mobile,credit
txn000154,687,14252.75,07-01-2024 07:36,Mumbai,POS,transfer
txn000155,288,48276.61,28-01-2025 09:43,Delhi,POS,credit
txn000156,941,3313.9,07-09-2024 18:47,Mumbai,Mobile,credit
txn000157,255,7502.42,21-08-2024 09:23,Chennai,ATM,credit
txn000158,354,5966.66,19-01-2024 19:59,Mumbai,Web,payment
txn000159,561,45429.79,29-01-2025 23:28,Delhi,POS,transfer
txn000160,682,31070.31,25-09-2024 19:36,Chennai,Mobile,debit
txn000161,740,10590.71,27-05-2024 12:42,Pune,Mobile,debit
txn000162,345,8731.99,27-05-2025 02:45,Hyderabad,Web,credit
txn000163,518,22552.66,24-09-2024 23:58,Chennai,POS,transfer
txn000164,133,11612.24,04-05-2024 23:29,Pune,ATM,payment
txn000165,172,34384.88,05-04-2024 22:14,Delhi,Web,payment
txn000166,217,27250.89,17-12-2023 02:33,Pune,Web,transfer
txn000167,946,7154.7,15-10-2023 04:49,Hyderabad,Web,transfer
txn000168,709,37460.44,29-07-2024 12:23,Chennai,ATM,payment
txn000169,227,23461.46,17-07-2024 01:55,Delhi,POS,transfer
txn000170,612,27022.08,08-09-2023 08:48,Mumbai,Mobile,credit
txn000171,542,36739.97,05-02-2025 18:55,Chennai,ATM,credit
txn000172,193,11484.77,05-08-2023 08:26,Pune,Mobile,transfer
txn000173,690,2059.57,28-04-2025 14:15,Bangalore,POS,payment
txn000174,384,9115.38,22-09-2023 22:08,Chennai,POS,payment
txn000175,193,23527.02,26-10-2023 11:17,Mumbai,ATM,transfer
txn000176,786,5274.76,29-10-2024 02:34,Bangalore,ATM,payment
txn000177,810,24798.68,01-11-2023 00:24,Pune,POS,credit
txn000178,565,4448.59,05-03-2025 23:33,Delhi,ATM,credit
txn000179,891,20238.54,09-12-2024 07:13,Chennai,Mobile,payment
txn000180,523,2757.49,22-05-2024 15:45,Chennai,ATM,payment
txn000181,740,22129.95,05-10-2024 00:00,Hyderabad,Web,transfer
txn000182,662,6594.11,18-08-2023 02:22,Delhi,POS,payment
txn000183,224,1492.03,23-04-2024 14:42,Pune,Web,debit
txn000184,418,27564.41,21-04-2024 04:01,Chennai,POS,credit
txn000185,330,49613.24,04-10-2024 14:17,Hyderabad,POS,credit
txn000186,763,41615.55,27-06-2024 07:12,Mumbai,ATM,transfer
txn000187,525,41744.46,13-08-2024 17:32,Mumbai,Web,payment
txn000188,664,7274.87,11-01-2024 00:49,Bangalore,Web,credit
txn000189,382,38645.12,01-09-2024 11:00,Mumbai,ATM,transfer
txn000190,940,178.13,28-04-2025 08:13,Pune,ATM,payment
txn000191,986,7472.34,08-07-2023 16:09,Chennai,POS,transfer
txn000192,440,27618.27,09-12-2024 03:31,Chennai,POS,payment
txn000193,429,43486.6,09-01-2025 13:21,Pune,Web,payment
txn000194,339,42807.85,26-09-2023 17:31,Mumbai,Mobile,transfer
txn000195,862,23675.16,10-12-2024 06:08,Mumbai,POS,debit
txn000196,607,48242.98,16-05-2025 23:46,Bangalore,ATM,credit
txn000197,995,42259.72,19-08-2024 19:59,Hyderabad,POS,credit
txn000198,839,7250.56,01-02-2025 23:30,Pune,Web,credit
txn000199,580,39087.19,23-01-2024 00:06,Delhi,ATM,payment
txn000200,765,4061.75,15-02-2025 17:50,Delhi,POS,transfer
txn000201,741,35949.94,08-11-2024 14:31,Mumbai,Mobile,credit
txn000202,340,31576.49,19-03-2024 23:27,Delhi,Web,credit
txn000203,544,48917.97,24-09-2023 09:36,Pune,Mobile,payment
txn000204,270,34715.36,12-02-2024 17:22,Hyderabad,Mobile,transfer
txn000205,915,2853.16,01-06-2024 10:44,Delhi,ATM,payment
txn000206,249,12247.66,30-10-2023 14:24,Mumbai,Web,debit
txn000207,279,3994.47,16-06-2024 04:09,Mumbai,Web,payment
txn000208,697,7198.73,02-07-2023 06:37,Mumbai,ATM,payment
txn000209,361,33358.69,10-01-2025 14:54,Mumbai,ATM,debit
txn000210,175,22114.4,10-05-2025 01:12,Delhi,ATM,payment
txn000211,806,12542.41,08-01-2025 17:57,Delhi,Web,payment
txn000212,973,24186.24,20-01-2024 08:03,Bangalore,POS,transfer
txn000213,688,14828.83,22-07-2024 13:43,Pune,ATM,credit
txn000214,949,32928.58,10-02-2025 14:08,Delhi,Mobile,credit
txn000215,720,37271.35,15-11-2023 12:26,Delhi,Web,transfer
txn000216,324,31849.06,28-07-2024 02:00,Chennai,ATM,debit
txn000217,743,4903.34,07-06-2025 14:44,Pune,Mobile,transfer
txn000218,907,22069.12,20-09-2023 09:46,Chennai,ATM,debit
txn000219,192,45485.91,05-05-2025 21:46,Delhi,POS,debit
txn000220,305,6651.38,27-10-2024 10:34,Chennai,ATM,transfer
txn000221,950,8268.99,16-02-2024 13:32,Mumbai,ATM,transfer
txn000222,923,5802.73,13-04-2025 11:59,Hyderabad,Web,debit
txn000223,980,33832.37,07-11-2024 01:00,Pune,POS,transfer
txn000224,192,39544.56,28-07-2024 01:39,Hyderabad,ATM,credit
txn000225,565,18460.85,14-10-2024 18:09,Pune,ATM,payment
txn000226,942,31945.54,01-12-2023 06:06,Delhi,Mobile,debit
txn000227,582,1299.98,26-10-2023 11:15,Chennai,ATM,debit
txn000228,763,3207.69,15-04-2024 04:23,Mumbai,ATM,payment
txn000229,219,7031.86,11-02-2025 00:21,Hyderabad,ATM,payment
txn000230,218,4904.74,02-11-2023 05:37,Chennai,Web,payment
txn000231,564,18582.03,21-08-2024 16:53,Pune,POS,debit
txn000232,524,32763.35,23-02-2025 12:46,Mumbai,POS,transfer
txn000233,133,34529.52,15-06-2025 05:32,Bangalore,POS,payment
txn000234,341,42779.74,14-08-2024 16:38,Hyderabad,ATM,transfer
txn000235,162,19937.08,12-06-2025 04:05,Bangalore,Mobile,payment
txn000236,193,33155.3,30-06-2023 04:47,Pune,Mobile,credit
txn000237,905,16708.78,06-10-2024 23:16,Bangalore,Web,credit
txn000238,949,38269.61,07-03-2024 12:50,Bangalore,Web,debit
txn000239,436,38729.71,13-07-2024 06:24,Chennai,Mobile,transfer
txn000240,979,49202.21,14-07-2023 21:12,Bangalore,ATM,debit
txn000241,212,33069.83,24-09-2023 15:29,Hyderabad,Web,credit
txn000242,466,39509.73,20-06-2025 09:47,Bangalore,ATM,credit
txn000243,278,13305.11,06-04-2024 16:34,Bangalore,POS,credit
txn000244,863,3224.72,12-05-2025 06:41,Mumbai,ATM,credit
txn000245,562,25216.74,05-04-2025 17:30,Chennai,Mobile,transfer
txn000246,569,32184.87,17-03-2025 09:30,Hyderabad,Mobile,payment
txn000247,967,20110.78,23-02-2024 14:36,Pune,Mobile,payment
txn000248,829,45489.56,01-01-2024 17:50,Hyderabad,Mobile,transfer
txn000249,722,7459.27,13-08-2023 17:56,Bangalore,ATM,transfer
txn000250,490,49731.66,02-01-2024 20:18,Chennai,ATM,payment
txn000251,617,30291.07,11-05-2025 17:24,Hyderabad,Mobile,debit
txn000252,540,22605.17,12-09-2024 10:25,Bangalore,POS,transfer
txn000253,947,22702.27,29-08-2023 22:16,Mumbai,Mobile,transfer
txn000254,537,15660.55,04-09-2023 06:49,Delhi,ATM,debit
txn000255,803,46153.1,18-01-2025 05:52,Hyderabad,Mobile,credit
txn000256,195,21622.23,11-07-2024 05:38,Pune,ATM,debit
txn000257,669,3046.05,24-03-2025 13:54,Chennai,ATM,credit
txn000258,520,17712.22,22-08-2023 12:20,Pune,POS,credit
txn000259,394,30040.48,09-02-2025 12:46,Delhi,Mobile,debit
txn000260,258,32853.98,16-08-2024 12:29,Bangalore,Mobile,transfer
txn000261,965,27835.46,13-02-2025 14:19,Hyderabad,ATM,debit
txn000262,926,21484.16,05-10-2023 10:28,Chennai,Mobile,transfer
txn000263,129,9061.78,07-10-2023 11:31,Pune,ATM,transfer
txn000264,459,354.98,23-11-2024 04:46,Bangalore,POS,credit
txn000265,245,37061.4,02-07-2024 22:02,Hyderabad,Mobile,debit
txn000266,485,21020.63,29-08-2024 19:12,Delhi,Web,transfer
txn000267,419,36093.72,05-11-2023 00:19,Chennai,Mobile,credit
txn000268,259,7912.62,21-01-2024 15:08,Chennai,Mobile,credit
txn000269,378,22183.49,12-08-2024 14:41,Mumbai,POS,payment
txn000270,524,13694.68,07-05-2025 09:27,Chennai,Mobile,transfer
txn000271,540,5588.94,12-10-2024 21:51,Pune,POS,transfer
txn000272,146,11064.9,23-05-2024 09:59,Chennai,Mobile,credit
txn000273,309,15105.9,11-12-2023 06:20,Bangalore,Web,transfer
txn000274,396,16439.71,20-06-2025 06:20,Hyderabad,POS,payment
txn000275,279,6502.83,21-08-2024 15:20,Chennai,Web,transfer
txn000276,173,19883.71,05-02-2025 09:17,Pune,Mobile,payment
txn000277,119,23014.72,16-01-2025 17:01,Hyderabad,ATM,payment
txn000278,687,20250.92,16-12-2024 14:11,Pune,POS,transfer
txn000279,217,20281.36,02-12-2023 23:51,Delhi,Web,payment
txn000280,951,34496.02,03-01-2025 12:27,Delhi,Mobile,payment
txn000281,964,5337.86,26-02-2024 20:56,Mumbai,POS,credit
txn000282,505,43532.69,04-05-2024 15:53,Pune,ATM,debit
txn000283,441,38966.94,02-12-2024 11:17,Hyderabad,Mobile,debit
txn000284,894,17501.29,15-11-2024 12:44,Pune,Web,debit
txn000285,205,7364.89,14-04-2024 19:11,Bangalore,Web,debit
txn000286,878,37969.66,04-06-2024 00:54,Hyderabad,Web,payment
txn000287,575,37734.57,28-05-2025 12:09,Chennai,POS,transfer
txn000288,984,48550.1,04-08-2024 18:26,Delhi,Web,payment
txn000289,169,23472.61,14-06-2024 10:26,Pune,ATM,transfer
txn000290,705,2855.8,01-10-2023 17:48,Chennai,Mobile,transfer
txn000291,572,22623.1,08-01-2024 07:25,Hyderabad,ATM,transfer
txn000292,178,32251.09,21-12-2023 06:47,Hyderabad,POS,payment
txn000293,694,27738.1,18-08-2023 11:39,Pune,Mobile,payment
txn000294,929,28604.25,18-03-2024 08:30,Bangalore,ATM,payment
txn000295,613,7585.51,16-07-2023 02:14,Hyderabad,POS,credit
txn000296,930,44961.39,28-09-2024 17:00,Delhi,Mobile,debit
txn000297,140,12424.8,01-09-2024 23:58,Mumbai,POS,debit
txn000298,472,18673.96,25-12-2023 11:46,Delhi,POS,payment
txn000299,893,16951.44,28-09-2024 19:26,Chennai,Mobile,transfer
txn000300,167,16518.05,17-12-2023 19:16,Chennai,POS,transfer
txn000301,358,36200.5,05-07-2023 08:10,Pune,Web,transfer
txn000302,183,29157.84,23-08-2023 21:32,Bangalore,ATM,transfer
txn000303,771,34939.07,30-12-2024 13:14,Mumbai,Web,credit
txn000304,417,27968.16,31-10-2024 22:44,Pune,ATM,debit
txn000305,786,35156.4,14-08-2023 11:37,Pune,Mobile,payment
txn000306,620,18123.31,24-12-2023 13:54,Delhi,ATM,debit
txn000307,319,17119.53,21-08-2023 02:33,Mumbai,Web,debit
txn000308,240,7789.51,02-06-2025 00:23,Delhi,Mobile,credit
txn000309,777,16871.38,24-07-2023 03:42,Chennai,Web,payment
txn000310,257,8154.25,27-04-2025 10:53,Pune,Web,payment
txn000311,144,20572.39,12-03-2024 09:45,Pune,Web,payment
txn000312,725,14282.15,23-08-2023 19:00,Pune,POS,debit
txn000313,646,11996.47,02-08-2024 02:41,Mumbai,Web,transfer
txn000314,794,47359.15,31-12-2023 14:51,Mumbai,POS,transfer
txn000315,896,19124.53,01-02-2024 01:19,Chennai,POS,debit
txn000316,936,10024.9,30-11-2024 08:46,Chennai,Web,transfer
txn000317,153,32076.89,10-07-2024 18:54,Delhi,Mobile,credit
txn000318,391,4239.56,13-12-2023 03:47,Bangalore,ATM,payment
txn000319,625,7410.07,21-08-2024 14:10,Mumbai,Mobile,debit
txn000320,936,22583.84,10-10-2023 12:36,Delhi,Mobile,payment
txn000321,154,19852.88,11-01-2025 14:24,Delhi,Web,payment
txn000322,183,18776.89,25-06-2025 09:22,Hyderabad,ATM,credit
txn000323,959,35749.48,15-05-2025 02:56,Delhi,Web,debit
txn000324,139,14379.63,15-09-2024 07:08,Mumbai,Web,payment
txn000325,559,30786.65,19-09-2024 07:29,Hyderabad,Mobile,transfer
txn000326,320,41756.41,30-06-2024 21:21,Chennai,POS,credit
txn000327,894,14440.67,04-01-2024 11:55,Delhi,Mobile,credit
txn000328,344,21020.29,28-02-2025 04:29,Chennai,POS,credit
txn000329,213,41842.55,01-07-2024 02:59,Mumbai,Mobile,debit
txn000330,835,7221.66,17-03-2025 22:57,Mumbai,Mobile,transfer
txn000331,346,28554.65,10-05-2024 22:16,Bangalore,Mobile,transfer
txn000332,169,47672.51,24-11-2023 15:37,Chennai,Mobile,payment
txn000333,994,23533.25,11-09-2023 00:29,Pune,POS,transfer
txn000334,359,37378.46,13-09-2023 01:03,Delhi,Mobile,transfer
txn000335,346,36660.4,22-11-2024 14:27,Pune,Mobile,transfer
txn000336,236,2264.57,29-05-2024 13:30,Chennai,ATM,debit
txn000337,950,38968.17,30-03-2024 22:42,Mumbai,POS,debit
txn000338,930,6785.89,23-05-2024 18:12,Pune,POS,credit
txn000339,400,10119.47,14-05-2024 01:37,Bangalore,Mobile,transfer
txn000340,417,25793.41,26-06-2024 12:06,Chennai,POS,transfer
txn000341,137,37676.88,30-04-2025 17:12,Bangalore,ATM,transfer
txn000342,982,39053.04,16-01-2025 01:05,Pune,ATM,transfer
txn000343,227,39977.15,10-08-2023 19:57,Mumbai,POS,payment
txn000344,495,16984.88,03-12-2024 18:33,Bangalore,POS,payment
txn000345,476,46219.31,18-11-2024 07:25,Chennai,ATM,credit
txn000346,844,21253.76,12-11-2024 15:47,Mumbai,Web,transfer
txn000347,428,5174.77,14-09-2023 04:46,Delhi,ATM,transfer
txn000348,556,30150.95,15-08-2023 20:01,Mumbai,Web,payment
txn000349,459,22384.13,07-05-2024 11:32,Pune,ATM,payment
txn000350,381,31991.49,15-01-2025 09:00,Hyderabad,Mobile,payment
txn000351,472,25678.65,19-03-2024 07:11,Pune,Web,credit
txn000352,246,42441.03,12-03-2025 14:15,Pune,POS,credit
txn000353,229,3408.31,29-04-2025 00:52,Pune,ATM,transfer
txn000354,492,47475.88,22-09-2023 15:03,Hyderabad,Web,payment
txn000355,479,18632.07,08-01-2024 21:25,Hyderabad,Web,transfer
txn000356,507,15753.55,25-11-2023 13:37,Delhi,Web,credit
txn000357,126,36796.96,24-11-2023 11:52,Mumbai,POS,credit
txn000358,368,38759.48,19-08-2024 07:13,Pune,POS,debit
txn000359,726,14314.57,12-06-2024 04:53,Mumbai,Web,credit
txn000360,238,42648.67,16-10-2023 15:19,Mumbai,Web,payment
txn000361,189,40535.14,22-05-2024 10:34,Delhi,ATM,credit
txn000362,663,27131.46,19-11-2023 06:35,Delhi,Web,debit
txn000363,912,18106.53,01-02-2024 02:35,Bangalore,Mobile,debit
txn000364,911,6986.9,23-06-2024 02:08,Mumbai,Mobile,transfer
txn000365,667,28635.26,09-01-2024 18:51,Mumbai,Web,credit
txn000366,167,15499.07,08-05-2025 23:43,Pune,POS,payment
txn000367,887,20501.2,15-06-2025 21:02,Chennai,Mobile,debit
txn000368,424,32134.81,27-08-2023 07:24,Mumbai,POS,transfer
txn000369,231,43904.11,07-06-2024 22:41,Chennai,Web,debit
txn000370,543,25168.05,18-03-2025 08:45,Hyderabad,Mobile,debit
txn000371,411,8274.62,28-04-2025 18:50,Delhi,Web,transfer
txn000372,631,44751.55,24-04-2025 14:30,Hyderabad,ATM,debit
txn000373,750,47819.76,30-08-2024 04:56,Delhi,Web,transfer
txn000374,729,26697.23,13-09-2023 19:16,Chennai,Web,debit
txn000375,275,32953.71,08-08-2023 01:09,Pune,ATM,credit
txn000376,945,43195.87,17-11-2024 06:59,Hyderabad,Mobile,transfer
txn000377,766,10579.88,22-08-2024 15:25,Chennai,POS,credit
txn000378,609,44455.39,09-04-2025 02:48,Chennai,ATM,transfer
txn000379,594,12281.65,11-07-2023 05:14,Pune,POS,transfer
txn000380,564,3695,10-09-2023 04:40,Hyderabad,Web,payment
txn000381,525,24238.34,18-06-2025 06:51,Bangalore,ATM,debit
txn000382,420,43081.18,04-02-2025 01:36,Delhi,ATM,payment
txn000383,233,38045.22,18-04-2025 22:57,Chennai,Mobile,transfer
txn000384,347,23350.3,30-12-2023 08:33,Delhi,POS,debit
txn000385,244,4885.74,05-11-2023 22:23,Delhi,POS,payment
txn000386,354,48136.16,10-05-2024 10:14,Bangalore,ATM,transfer
txn000387,294,38167.91,10-07-2024 23:08,Mumbai,POS,payment
txn000388,415,24893.65,07-07-2024 15:18,Hyderabad,POS,payment
txn000389,346,10796.46,12-12-2023 18:40,Delhi,Mobile,credit
txn000390,388,24769.97,01-05-2025 08:22,Pune,POS,transfer
txn000391,649,458.46,06-05-2024 06:03,Hyderabad,POS,debit
txn000392,370,36389.03,30-05-2025 16:53,Mumbai,ATM,credit
txn000393,510,2605.33,14-08-2023 07:10,Chennai,Web,transfer
